,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,row_id,aspect_term,aspect_category,sentiment_term,sentiment_category
67,4.0,Good purchase,"This stand is sturdy and opens to allow for several positions for the iPad. I do not regret this purchase, BUT I paid $18 and I don't know if a stand is worth that much. I have to say honestly that I have never owned another stand for comparison so this may be a great price. I give it 4 stars only for the price, otherwise it's a solid 5 for quality.",[],B006ZT4VA0,B006ZT4VA0,AHBGLBT5APHN7CPJ2P2ZVS5SKP6A,1365305160000,0,True,325,stand,price,great price,positive
68,4.0,Good purchase,"This stand is sturdy and opens to allow for several positions for the iPad. I do not regret this purchase, BUT I paid $18 and I don't know if a stand is worth that much. I have to say honestly that I have never owned another stand for comparison so this may be a great price. I give it 4 stars only for the price, otherwise it's a solid 5 for quality.",[],B006ZT4VA0,B006ZT4VA0,AHBGLBT5APHN7CPJ2P2ZVS5SKP6A,1365305160000,0,True,325,stand,product_quality,4 stars,positive
69,1.0,One Star,"did not fit on ear properly , I returned the headphones",[],B01G8JO5F2,B01G8JO5F2,AFFH727K3RBOVV2VGXYVIVUCT2BQ,1484159512000,0,True,331,fit,comfort,did not fit properly,negative
70,1.0,One Star,"did not fit on ear properly , I returned the headphones",[],B01G8JO5F2,B01G8JO5F2,AFFH727K3RBOVV2VGXYVIVUCT2BQ,1484159512000,0,True,331,headphones,product_satisfaction,returned,negative
71,5.0,Good bang for the buck,"I needed a pair of earbuds for working out that were reliable, easy to charge and were priced reasonably and these filled the bill .",[],B07J2Z5DBM,B08XPWDSWW,AH5KM4QAK5SV4LTGL3V3TYQOTD2Q,1575199346805,0,True,339,earbuds,product_overall,filled the bill,positive
72,5.0,Good bang for the buck,"I needed a pair of earbuds for working out that were reliable, easy to charge and were priced reasonably and these filled the bill .",[],B07J2Z5DBM,B08XPWDSWW,AH5KM4QAK5SV4LTGL3V3TYQOTD2Q,1575199346805,0,True,339,charging,ease_of_use,easy,positive
73,5.0,Good bang for the buck,"I needed a pair of earbuds for working out that were reliable, easy to charge and were priced reasonably and these filled the bill .",[],B07J2Z5DBM,B08XPWDSWW,AH5KM4QAK5SV4LTGL3V3TYQOTD2Q,1575199346805,0,True,339,price,affordability,reasonably,positive
74,5.0,works as described,"Works well with handy on-off switches also, no issues with connecting all items so far",[],B00BWF5U0M,B00BWF5U0M,AER2LJ2OAEU5SRT36HJEZNBJF7ZQ,1636596085955,0,True,369,handy on-off switches,usability,well,positive
75,5.0,works as described,"Works well with handy on-off switches also, no issues with connecting all items so far",[],B00BWF5U0M,B00BWF5U0M,AER2LJ2OAEU5SRT36HJEZNBJF7ZQ,1636596085955,0,True,369,connecting all items,functionality,no issues,positive
76,5.0,Ezisoul insulated stainless steel btl.,Love love this item...it was a gift and the recipient also loved it. Will be ordering one for myself,[],B00GNR1J5O,B00GNR1J5O,AHL4OA3YZ6NC6LRRZTAH5NHPZP7A,1464309270000,0,True,378,item,product_quality,love,positive
77,5.0,Ezisoul insulated stainless steel btl.,Love love this item...it was a gift and the recipient also loved it. Will be ordering one for myself,[],B00GNR1J5O,B00GNR1J5O,AHL4OA3YZ6NC6LRRZTAH5NHPZP7A,1464309270000,0,True,378,item,product_satisfaction,loved,positive
78,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,Netflix,app_availability,loads in a flash/instant,positive
79,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,Amazon Prime,app_availability,loads in a flash/instant,positive
80,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,YouTube,app_availability,loads in a flash/instant,positive
81,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,Roku,smart_tv_features,built in,positive
82,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,processing,performance,far exceeds,positive
83,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,ease of use,usability,ease of use,positive
84,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,setup,usability,quick,positive
85,5.0,"Lightning fast loading of netflix, prime, youtube","This is the 3rd TCL TV i have bought and for ONE major reason:<br />It loads netflix, amazone prime or youtube in a flash/instant.  I presume since it has roku built in, its processing far exceeds using a smart dvd player and or any other LG or type of TV to load favorite apps.  I have one in the garage, playroom and bought my parents one.  Its ease of use, quick setup and lightning processing make it the best tv i have ever owned.",[],B01MYGISTO,B071J9GQP8,AEP55WE2MEWVC3ETK7HUXGRAB3VQ,1542460579847,1,True,390,processing,performance,lightning,positive
86,1.0,Kills laptop wifi,"Does it's hub, but after 30 secs the laptop wifi stops working until I eject the USB key.<br />That's BAD.",[],B015Z7XE0A,B07Z548JK5,AHYJG6CH4XH7MAYY5GZKHUPJUGVA,1482563334000,3,True,394,hub,hardware,BAD,negative
87,1.0,Kills laptop wifi,"Does it's hub, but after 30 secs the laptop wifi stops working until I eject the USB key.<br />That's BAD.",[],B015Z7XE0A,B07Z548JK5,AHYJG6CH4XH7MAYY5GZKHUPJUGVA,1482563334000,3,True,394,wifi,connectivity,stops working,negative
88,5.0,Excellent Price,I find everything about this Fire 7 Tablet excellent!,[],B07FMPZNQQ,B07N8VFFNS,AFIUHWU2EIM6Q5RSDSPVNRMUO6OQ,1574105600474,0,True,415,Fire 7 Tablet,product_overall,excellent,positive
89,1.0,Poor quality sound,"Poor quality audio, with frequent static and loss of sound.",[],B01DFKBI6G,B01DFKBI6G,AE4MTUVZKWZBIIDEZ3JQRJF6ZIRQ,1540057847781,0,True,422,audio,audio_quality,poor,negative
90,1.0,Poor quality sound,"Poor quality audio, with frequent static and loss of sound.",[],B01DFKBI6G,B01DFKBI6G,AE4MTUVZKWZBIIDEZ3JQRJF6ZIRQ,1540057847781,0,True,422,audio,audio_quality,static,negative
91,1.0,Poor quality sound,"Poor quality audio, with frequent static and loss of sound.",[],B01DFKBI6G,B01DFKBI6G,AE4MTUVZKWZBIIDEZ3JQRJF6ZIRQ,1540057847781,0,True,422,audio,audio_quality,loss,negative
92,5.0,Works Just Fine,External DVD drive is exactly what we need to burn CD's for an upcoming wedding slide presentation and my son to watch DVD's on the laptop when needed.,[],B07MJW5BXZ,B0C38JGJW3,AGGA3F7BQUUBYUTORV2UCVHKK7KA,1622687373834,0,True,434,External DVD drive,product_functionality,exactly what we need,positive
93,5.0,Nifty little reader. Easy to use!,I really like the size of the device  and ease of reading.,[],B07GRSK3HC,B07RJZPTLX,AHN3UNQWWNKFDES2X5XT4C2CWEXQ,1574565744556,0,True,442,size,device_dimension,like,positive
94,5.0,Nifty little reader. Easy to use!,I really like the size of the device  and ease of reading.,[],B07GRSK3HC,B07RJZPTLX,AHN3UNQWWNKFDES2X5XT4C2CWEXQ,1574565744556,0,True,442,ease of reading,usability,like,positive
95,5.0,Steam Deck here we come!,"perfect pickup for the Valve Steam Deck, now to just wait until ""after Q3"" whenever that ends up being.",[],B07P9W5HJV,B09V1FT19S,AH2KMCWW4BSFSBXHXLZLIJLZYCBA,1649020618780,1,True,449,Valve Steam Deck,product,perfect,positive
96,4.0,the alert function is useless for me,"I'm giving the camera the 4th star for the value.  But, I'm still on the fence on the software.  The price is almost too cheap.  It makes me wonder how they actually make money on the devices.<br /><br />But, the ease of use and quality of the picture makes too alluring not to use.  I'm just wondering who I've &#34;invited&#34; into my house.<br /><br />P.S. the alert function is useless for me.  Way too many to be useful.",[],B076H3SRXG,B08RLW7918,AGQPC3R5B2AKY53RL6U3CFHTT6RA,1514564597203,3,True,452,camera,hardware,4th star,positive
97,4.0,the alert function is useless for me,"I'm giving the camera the 4th star for the value.  But, I'm still on the fence on the software.  The price is almost too cheap.  It makes me wonder how they actually make money on the devices.<br /><br />But, the ease of use and quality of the picture makes too alluring not to use.  I'm just wondering who I've &#34;invited&#34; into my house.<br /><br />P.S. the alert function is useless for me.  Way too many to be useful.",[],B076H3SRXG,B08RLW7918,AGQPC3R5B2AKY53RL6U3CFHTT6RA,1514564597203,3,True,452,software,software,on the fence,neutral
98,4.0,the alert function is useless for me,"I'm giving the camera the 4th star for the value.  But, I'm still on the fence on the software.  The price is almost too cheap.  It makes me wonder how they actually make money on the devices.<br /><br />But, the ease of use and quality of the picture makes too alluring not to use.  I'm just wondering who I've &#34;invited&#34; into my house.<br /><br />P.S. the alert function is useless for me.  Way too many to be useful.",[],B076H3SRXG,B08RLW7918,AGQPC3R5B2AKY53RL6U3CFHTT6RA,1514564597203,3,True,452,price,pricing,too cheap,negative
99,4.0,the alert function is useless for me,"I'm giving the camera the 4th star for the value.  But, I'm still on the fence on the software.  The price is almost too cheap.  It makes me wonder how they actually make money on the devices.<br /><br />But, the ease of use and quality of the picture makes too alluring not to use.  I'm just wondering who I've &#34;invited&#34; into my house.<br /><br />P.S. the alert function is useless for me.  Way too many to be useful.",[],B076H3SRXG,B08RLW7918,AGQPC3R5B2AKY53RL6U3CFHTT6RA,1514564597203,3,True,452,ease of use,usability,alluring,positive
100,4.0,the alert function is useless for me,"I'm giving the camera the 4th star for the value.  But, I'm still on the fence on the software.  The price is almost too cheap.  It makes me wonder how they actually make money on the devices.<br /><br />But, the ease of use and quality of the picture makes too alluring not to use.  I'm just wondering who I've &#34;invited&#34; into my house.<br /><br />P.S. the alert function is useless for me.  Way too many to be useful.",[],B076H3SRXG,B08RLW7918,AGQPC3R5B2AKY53RL6U3CFHTT6RA,1514564597203,3,True,452,quality of the picture,picture_quality,alluring,positive
101,4.0,the alert function is useless for me,"I'm giving the camera the 4th star for the value.  But, I'm still on the fence on the software.  The price is almost too cheap.  It makes me wonder how they actually make money on the devices.<br /><br />But, the ease of use and quality of the picture makes too alluring not to use.  I'm just wondering who I've &#34;invited&#34; into my house.<br /><br />P.S. the alert function is useless for me.  Way too many to be useful.",[],B076H3SRXG,B08RLW7918,AGQPC3R5B2AKY53RL6U3CFHTT6RA,1514564597203,3,True,452,alert function,features,useless,negative
102,5.0,These are great!,These are great!! Great price point. Great sound quality. I love these things!!,[],B07J2Z5DBM,B08XPWDSWW,AEM2DLB4S76D6T7STEPYG3MP5C2A,1607554396288,0,True,502,price point,value,great,positive
103,5.0,These are great!,These are great!! Great price point. Great sound quality. I love these things!!,[],B07J2Z5DBM,B08XPWDSWW,AEM2DLB4S76D6T7STEPYG3MP5C2A,1607554396288,0,True,502,sound quality,audio_quality,great,positive
104,5.0,Solid NAS drive,"I bought a pair of these about 5 years ago for a NAS.  After nearly 20,000 hrs of uptime on the pair, one had started getting errors.  I replaced with the same one again.  The other drive is still going.  Solid mix of value and speed.  Not the fastest but I would not hesitate to buy again.",[],B008JJLW4M,B08HKGXGML,AELMRC37SR33R3HSLNM4GCUIVWLQ,1592235565468,0,True,524,uptime,performance,"nearly 20,000 hrs",positive
105,5.0,Solid NAS drive,"I bought a pair of these about 5 years ago for a NAS.  After nearly 20,000 hrs of uptime on the pair, one had started getting errors.  I replaced with the same one again.  The other drive is still going.  Solid mix of value and speed.  Not the fastest but I would not hesitate to buy again.",[],B008JJLW4M,B08HKGXGML,AELMRC37SR33R3HSLNM4GCUIVWLQ,1592235565468,0,True,524,errors,reliability,started getting,negative
106,5.0,Solid NAS drive,"I bought a pair of these about 5 years ago for a NAS.  After nearly 20,000 hrs of uptime on the pair, one had started getting errors.  I replaced with the same one again.  The other drive is still going.  Solid mix of value and speed.  Not the fastest but I would not hesitate to buy again.",[],B008JJLW4M,B08HKGXGML,AELMRC37SR33R3HSLNM4GCUIVWLQ,1592235565468,0,True,524,value,price_performance,solid mix,positive
107,5.0,Solid NAS drive,"I bought a pair of these about 5 years ago for a NAS.  After nearly 20,000 hrs of uptime on the pair, one had started getting errors.  I replaced with the same one again.  The other drive is still going.  Solid mix of value and speed.  Not the fastest but I would not hesitate to buy again.",[],B008JJLW4M,B08HKGXGML,AELMRC37SR33R3HSLNM4GCUIVWLQ,1592235565468,0,True,524,speed,performance,not the fastest,neutral
108,5.0,Five Stars,"An excellent product, I have the Echo also, Love them both.",[],B01DFKC2SO,B01K8B8YA8,AFQATG6REUELDBFLYQR7PDESAP5A,1515719260144,0,True,535,product,general_quality,excellent,positive
109,5.0,Five Stars,"An excellent product, I have the Echo also, Love them both.",[],B01DFKC2SO,B01K8B8YA8,AFQATG6REUELDBFLYQR7PDESAP5A,1515719260144,0,True,535,Echo,general_quality,Love,positive
110,5.0,Best sound for the price!,Sound quality is excellent with a good bass. You can't beat the sound at this price point. Tozo scores again!,[],B085DL3KMR,B0BMXP1S36,AELUFMVAUSTOYPZEKIBOZHEQSIJA,1598028161818,0,True,545,Sound quality,audio_quality,excellent,positive
111,5.0,Best sound for the price!,Sound quality is excellent with a good bass. You can't beat the sound at this price point. Tozo scores again!,[],B085DL3KMR,B0BMXP1S36,AELUFMVAUSTOYPZEKIBOZHEQSIJA,1598028161818,0,True,545,bass,audio_feature,good,positive
112,5.0,Best sound for the price!,Sound quality is excellent with a good bass. You can't beat the sound at this price point. Tozo scores again!,[],B085DL3KMR,B0BMXP1S36,AELUFMVAUSTOYPZEKIBOZHEQSIJA,1598028161818,0,True,545,sound,value_for_money,can't beat,positive
113,5.0,Five Stars,Fit US plugs to European perfectly and snugly.,[],B007YL84VA,B0BG75H724,AF4J3TCZFYGYFNMAPVDNKQ45LI6Q,1468699142000,0,True,549,US plugs,product_compatibility,perfectly,positive
114,5.0,Five Stars,Fit US plugs to European perfectly and snugly.,[],B007YL84VA,B0BG75H724,AF4J3TCZFYGYFNMAPVDNKQ45LI6Q,1468699142000,0,True,549,US plugs,product_fit,snugly,positive
115,5.0,Great product!!,Love this I actually brought 3 of them my kids love it as well getting the echo soon!!,[],B07FZ8S74R,B07H65KP63,AHPZ32ATYJBB5AZ4HWBR6P3KRBSA,1578542983487,0,True,559,product,general,love,positive
116,5.0,Great price,Affordability was was sold me!,[],B013TMNKAW,B08KZ1TZYB,AG6YC3WJII6KYKOEZYIED4C4Q43Q,1463375341000,0,True,564,Affordability,price,sold,positive
117,1.0,Did not work for kids Amazon fire 10,I purchased this during the October Prime Day to go along with a new tablet for my daughter. It did not recognize the card.,"[{'attachment_type': 'IMAGE', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sGpTVOK1L._SL1600_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sGpTVOK1L._SL800_.jpg', 'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sGpTVOK1L._SL256_.jpg'}]",B013TMNPBQ,B08KZ1TZYB,AE5LHQQ6YQNFJYJIDL4RCUHDJHJQ,1602789429299,0,True,591,card,product_functionality,did not recognize,negative
118,5.0,Amazing,I love these I've  ordered a pair for everyone in my household. They fit great and the base in them is amazing . Love,[],B07R5QD598,B0C337TNGS,AGCLYZEIA4LN7Q2HNOIYHNIHI4RQ,1661904371105,0,True,597,fit,size,great,positive
119,5.0,Amazing,I love these I've  ordered a pair for everyone in my household. They fit great and the base in them is amazing . Love,[],B07R5QD598,B0C337TNGS,AGCLYZEIA4LN7Q2HNOIYHNIHI4RQ,1661904371105,0,True,597,base,comfort,amazing,positive
120,5.0,Best price,Last minute gift and best price I found,[],B07PXGQC1Q,B07PXGQC1Q,AGZMORMO5URWPQYFUF2ICYBAH2RQ,1577816899237,0,True,611,price,pricing,best,positive
121,5.0,Alexa is Fantastic!,"I truly love it!  The Disney movies are so loved by my granddaughter!  Movies are current and available at anytime, and any genre you want!  Five ⭐️ ⭐️ ⭐️ ⭐️ ⭐️",[],B00ZV9RDKK,B075X8471B,AECVHHG5NDR2LWIHPKBYJXBX55YA,1479772408000,0,True,616,Disney movies,entertainment,loved,positive
122,5.0,Alexa is Fantastic!,"I truly love it!  The Disney movies are so loved by my granddaughter!  Movies are current and available at anytime, and any genre you want!  Five ⭐️ ⭐️ ⭐️ ⭐️ ⭐️",[],B00ZV9RDKK,B075X8471B,AECVHHG5NDR2LWIHPKBYJXBX55YA,1479772408000,0,True,616,movies,availability,available,positive
123,5.0,Alexa is Fantastic!,"I truly love it!  The Disney movies are so loved by my granddaughter!  Movies are current and available at anytime, and any genre you want!  Five ⭐️ ⭐️ ⭐️ ⭐️ ⭐️",[],B00ZV9RDKK,B075X8471B,AECVHHG5NDR2LWIHPKBYJXBX55YA,1479772408000,0,True,616,movies,variety,any genre you want,positive
124,1.0,In and out signal.,30 days. Stop working....,[],B07J2Z5DBM,B08XPWDSWW,AEPWHLFSC735JYLIFOXXFCCE46JA,1633387657378,0,True,638,product,functionality,Stop working,negative
125,5.0,Very happy,You will not be disappointed they work perfectly I highly recommend them.,[],B07PXGQC1Q,B07PXGQC1Q,AHUG44ZNA7ZAJM2ATMITKUKO4PIA,1580236678723,0,True,671,they,product_functionality,work perfectly,positive
126,5.0,Five Stars,Love it,[],B00OQWXMNU,B00U87A5FU,AFTTMOQAPMH4RLZUJQODHMAOL62Q,1456143597000,0,True,745,it,general,love,positive
127,5.0,They work great!,"My son loves them, great price and cancels alot of noise out, now if he would stop losing them lol",[],B07PXGQC1Q,B07PXGQC1Q,AGTUMQ7JTMPR4DEDGNNE2XJRUOYQ,1670426498583,0,True,757,price,value,great,positive
128,5.0,They work great!,"My son loves them, great price and cancels alot of noise out, now if he would stop losing them lol",[],B07PXGQC1Q,B07PXGQC1Q,AGTUMQ7JTMPR4DEDGNNE2XJRUOYQ,1670426498583,0,True,757,noise cancellation,feature,cancels alot of noise out,positive
129,1.0,after a year it stopped working,after a year it stopped working and amazon's answer was to buy another one,[],B07KD7FB5L,B07PHQ93TV,AFKGEVCQFPRGXR2FNMBBNDNSJ36A,1636126999479,0,True,773,product,product_quality,stopped working,negative
130,1.0,after a year it stopped working,after a year it stopped working and amazon's answer was to buy another one,[],B07KD7FB5L,B07PHQ93TV,AFKGEVCQFPRGXR2FNMBBNDNSJ36A,1636126999479,0,True,773,customer service,service_quality,buy another one,negative
131,4.0,Heavy and good quality plugs,"This banana plugs are so easy to make. They are heavy and seem a very good quality make. You can insert a very low gauge speaker wire, so if your speaker wire is not thick enough, it will show the gap around the wire. I use original Monster wire (may be 10-gauge, still left some gap around it).<br />This is one of the low profile plugs compare with most of the long plugs at the market, you can put your speaker closer to the wall or receiver more closer to the cabinet.<br />If you are holding the plug, you can turn the tip 360 degree freely to prevent twisted wire when insert to the binding hole, but I am more concerned about any signals lost on this design, and also not tight enough in the binding hole.<br />The red/blue indicator around the bottom part of this plug is just a label (Not metal plate or printed on the product) that you can peel them out. I have one plug which label come out, I need to peel it out carefully, and re-stick it back.<br />If you notice on recent new modeled receiver, each bind hole (positive one) has its own different color to identify different position. Other thought is if Sewell provide more colored plastic rings exchangable to identify different position of the plug, then they are perfect.<br />Bottom line is these plugs are a very good and durable plugs. Recommend others to buy.",[],B006U3O566,B0BKR9NMMF,AHVUNIXWOGKXFLXYQ2RCOUGY36NA,1336070296000,11,True,780,banana plugs,build_quality,very good quality,positive
132,4.0,Heavy and good quality plugs,"This banana plugs are so easy to make. They are heavy and seem a very good quality make. You can insert a very low gauge speaker wire, so if your speaker wire is not thick enough, it will show the gap around the wire. I use original Monster wire (may be 10-gauge, still left some gap around it).<br />This is one of the low profile plugs compare with most of the long plugs at the market, you can put your speaker closer to the wall or receiver more closer to the cabinet.<br />If you are holding the plug, you can turn the tip 360 degree freely to prevent twisted wire when insert to the binding hole, but I am more concerned about any signals lost on this design, and also not tight enough in the binding hole.<br />The red/blue indicator around the bottom part of this plug is just a label (Not metal plate or printed on the product) that you can peel them out. I have one plug which label come out, I need to peel it out carefully, and re-stick it back.<br />If you notice on recent new modeled receiver, each bind hole (positive one) has its own different color to identify different position. Other thought is if Sewell provide more colored plastic rings exchangable to identify different position of the plug, then they are perfect.<br />Bottom line is these plugs are a very good and durable plugs. Recommend others to buy.",[],B006U3O566,B0BKR9NMMF,AHVUNIXWOGKXFLXYQ2RCOUGY36NA,1336070296000,11,True,780,banana plugs,ease_of_use,easy to make,positive
133,4.0,Heavy and good quality plugs,"This banana plugs are so easy to make. They are heavy and seem a very good quality make. You can insert a very low gauge speaker wire, so if your speaker wire is not thick enough, it will show the gap around the wire. I use original Monster wire (may be 10-gauge, still left some gap around it).<br />This is one of the low profile plugs compare with most of the long plugs at the market, you can put your speaker closer to the wall or receiver more closer to the cabinet.<br />If you are holding the plug, you can turn the tip 360 degree freely to prevent twisted wire when insert to the binding hole, but I am more concerned about any signals lost on this design, and also not tight enough in the binding hole.<br />The red/blue indicator around the bottom part of this plug is just a label (Not metal plate or printed on the product) that you can peel them out. I have one plug which label come out, I need to peel it out carefully, and re-stick it back.<br />If you notice on recent new modeled receiver, each bind hole (positive one) has its own different color to identify different position. Other thought is if Sewell provide more colored plastic rings exchangable to identify different position of the plug, then they are perfect.<br />Bottom line is these plugs are a very good and durable plugs. Recommend others to buy.",[],B006U3O566,B0BKR9NMMF,AHVUNIXWOGKXFLXYQ2RCOUGY36NA,1336070296000,11,True,780,gap around the wire,fit,show the gap,negative
134,4.0,Heavy and good quality plugs,"This banana plugs are so easy to make. They are heavy and seem a very good quality make. You can insert a very low gauge speaker wire, so if your speaker wire is not thick enough, it will show the gap around the wire. I use original Monster wire (may be 10-gauge, still left some gap around it).<br />This is one of the low profile plugs compare with most of the long plugs at the market, you can put your speaker closer to the wall or receiver more closer to the cabinet.<br />If you are holding the plug, you can turn the tip 360 degree freely to prevent twisted wire when insert to the binding hole, but I am more concerned about any signals lost on this design, and also not tight enough in the binding hole.<br />The red/blue indicator around the bottom part of this plug is just a label (Not metal plate or printed on the product) that you can peel them out. I have one plug which label come out, I need to peel it out carefully, and re-stick it back.<br />If you notice on recent new modeled receiver, each bind hole (positive one) has its own different color to identify different position. Other thought is if Sewell provide more colored plastic rings exchangable to identify different position of the plug, then they are perfect.<br />Bottom line is these plugs are a very good and durable plugs. Recommend others to buy.",[],B006U3O566,B0BKR9NMMF,AHVUNIXWOGKXFLXYQ2RCOUGY36NA,1336070296000,11,True,780,low profile plugs,design,low profile,positive
135,4.0,Heavy and good quality plugs,"This banana plugs are so easy to make. They are heavy and seem a very good quality make. You can insert a very low gauge speaker wire, so if your speaker wire is not thick enough, it will show the gap around the wire. I use original Monster wire (may be 10-gauge, still left some gap around it).<br />This is one of the low profile plugs compare with most of the long plugs at the market, you can put your speaker closer to the wall or receiver more closer to the cabinet.<br />If you are holding the plug, you can turn the tip 360 degree freely to prevent twisted wire when insert to the binding hole, but I am more concerned about any signals lost on this design, and also not tight enough in the binding hole.<br />The red/blue indicator around the bottom part of this plug is just a label (Not metal plate or printed on the product) that you can peel them out. I have one plug which label come out, I need to peel it out carefully, and re-stick it back.<br />If you notice on recent new modeled receiver, each bind hole (positive one) has its own different color to identify different position. Other thought is if Sewell provide more colored plastic rings exchangable to identify different position of the plug, then they are perfect.<br />Bottom line is these plugs are a very good and durable plugs. Recommend others to buy.",[],B006U3O566,B0BKR9NMMF,AHVUNIXWOGKXFLXYQ2RCOUGY36NA,1336070296000,11,True,780,plug,design,not tight enough,negative
136,4.0,Heavy and good quality plugs,"This banana plugs are so easy to make. They are heavy and seem a very good quality make. You can insert a very low gauge speaker wire, so if your speaker wire is not thick enough, it will show the gap around the wire. I use original Monster wire (may be 10-gauge, still left some gap around it).<br />This is one of the low profile plugs compare with most of the long plugs at the market, you can put your speaker closer to the wall or receiver more closer to the cabinet.<br />If you are holding the plug, you can turn the tip 360 degree freely to prevent twisted wire when insert to the binding hole, but I am more concerned about any signals lost on this design, and also not tight enough in the binding hole.<br />The red/blue indicator around the bottom part of this plug is just a label (Not metal plate or printed on the product) that you can peel them out. I have one plug which label come out, I need to peel it out carefully, and re-stick it back.<br />If you notice on recent new modeled receiver, each bind hole (positive one) has its own different color to identify different position. Other thought is if Sewell provide more colored plastic rings exchangable to identify different position of the plug, then they are perfect.<br />Bottom line is these plugs are a very good and durable plugs. Recommend others to buy.",[],B006U3O566,B0BKR9NMMF,AHVUNIXWOGKXFLXYQ2RCOUGY36NA,1336070296000,11,True,780,label,build_quality,label come out,negative
137,4.0,Heavy and good quality plugs,"This banana plugs are so easy to make. They are heavy and seem a very good quality make. You can insert a very low gauge speaker wire, so if your speaker wire is not thick enough, it will show the gap around the wire. I use original Monster wire (may be 10-gauge, still left some gap around it).<br />This is one of the low profile plugs compare with most of the long plugs at the market, you can put your speaker closer to the wall or receiver more closer to the cabinet.<br />If you are holding the plug, you can turn the tip 360 degree freely to prevent twisted wire when insert to the binding hole, but I am more concerned about any signals lost on this design, and also not tight enough in the binding hole.<br />The red/blue indicator around the bottom part of this plug is just a label (Not metal plate or printed on the product) that you can peel them out. I have one plug which label come out, I need to peel it out carefully, and re-stick it back.<br />If you notice on recent new modeled receiver, each bind hole (positive one) has its own different color to identify different position. Other thought is if Sewell provide more colored plastic rings exchangable to identify different position of the plug, then they are perfect.<br />Bottom line is these plugs are a very good and durable plugs. Recommend others to buy.",[],B006U3O566,B0BKR9NMMF,AHVUNIXWOGKXFLXYQ2RCOUGY36NA,1336070296000,11,True,780,colored plastic rings,design,more colored plastic rings exchangable,positive
