rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Great Customer Service,"So the company reached out to me and offered a replacement even though it was past the warranty period. They offered to replace the case with a different case, but I really liked the features of this item. They stand behind their products. I really appreciate that they acknowledged my frustration and they were extremely understanding. Buy with confidence.<br /><br />9/06<br />As a teacher, I really liked the functionality of the stand, the shoulder strap, and the rotating hand holder. I mirror my iPad on my laptop daily for math instruction. Although the case is sturdy and provides plenty of protection, the kickstand looking mechanism tab is brittle and it does not last. This company was generous enough to replace the original purchase from 9/19 for free after the locking tab had broken, even though it was just past the original warranty period. Today, the replacement experienced the same issue with the locking mechanism. It is dangling and about to break off.",[],B07MSD36G7,B07MFSD8ZW,AEBU3NUR43RCXTMLO46NUZ5U44KA,1599431913363,0,True
2.0,Battery capacity NOT 94Wh,battery capacity is overstated  - this is NOT a 94Wh capacity battery.<br />Lenovo battery status information:<br />full charge capacity: 85.46Wh<br />manufacture date: 4/10/2017<br />design capacity: 71.28Wh,[],B01D2SR5T0,B01D2SR5T0,AHUMEZSD3LNJFHQLYNHZ2Y7MAB7A,1531964094455,0,True
5.0,Five Stars,Works great and extremely easy to set up,[],B01CW4BG4K,B01CW4BG4K,AHTHVZL33EY2OAKKO5Z4QAXSSZDA,1485951607000,0,True
5.0,Excellent and works with the iPod first gen too,"Advertised also as a cover, be aware that it is a substitute for Apple's official cover, and only protects the iPads' screen side (the automatic on/off works just the same).  Because the first gen iPad is a little bit larger and thicker than the second generation, the keyboard case does not fit in the iPad 1. I tried the Bluetooth connection with my old iPad first generation, and the keyboard works just fine. I also tried to connect with my later generation iPod but it wouldn't recognize the Logitech keyboard.<br /><br />The product comes with a conventional QWERTY keyboard plus dedicated keys for picture slideshow and music controls, and cut/copy/paste keys. These additional keys come very handy, but for complete operation you still need to touch the screen, and particularly navigating from one app to another, or within an app is limited (the tab key works mostly for jumping fields when typing). You can position your iPad horizontally or vertically, and it works just fine.<br /><br />Overall, I liked the Logitech Keyboard Case a lot and I think it is a good investment if you do a lot of typing from your iPad. Nevertheless, if you are looking for a keyboard case that also provides protection for both the front and back sides of the iPad, and available for both iPad generations, before deciding take a look at [[ASIN:B0043TB9D6 Kensington KeyFolio Bluetooth Keyboard and Case for iPad 1, K39294US (Black)]] and [[ASIN:B0054L7FVW Kensington Apple iPad 2 KeyFolio Pro Performance Case with wireless Bluetooth keyboard for Apple iPad 2 3G Tablet, WIFI Model, 16GB, 32GB, 64GB with different adjustable angles]].",[],B0054JE706,B0054JE706,AEOWNJIMSHPIIMGE2KXHHEPOFF5A,1316738473000,12,False
4.0,"Throw away the included RCA to 3.5mm adapter, and enjoy!!!","I bought two sets used - like new, one for me, and one for my wife. They came in original box with original packing, and were in perfect condition. However, I am glad I had a chance to read through some of the reviews here before I purchased these, or these great headphones would have been going back.<br /><br />I started off by using the included adapter and there was a constant noise on the head phones, and it was at a level that was not easy to ignore. I swapped out the junk adapter with a good one, and the sound was mostly clear. I put on something that had straight dialogue, and there was a hint of static before and after someone was talking. When I tested the second set, it was perfect, and I tested the first one again, and the problem had disappeared. Also, my blackberry cause interference on channel 2.<br /><br />In order to have both sets on the same input you can use one base as the transmitter, and have both tuned to that base, or use a Y-adapter to connect both sets to the same output. I went with the Y-adapter, because the transmitter/charger base does not transmit while the set is charging. Basically if you wanted to just use one set, you would have to make sure to grab the correct one, or the audio would not work. Not a huge issue, but I thought I would just avoid it by using a stereo y-adapter.<br /><br />I have heard of issues with the batteries, but I have not had them long enough to speak to this. If I do have any trouble I will just get [[ASIN:B0030T1NEU AmazonBasics AAA NiMH Precharged Rechargeable Batteries-4-Pack, 800 mAh]] to replace the cells in the battery packs. However, my wife and I are not likely to spend more than a few hours at a time using these.<br /><br />Pros: Great sound for a great price (used like new $25)<br />  Easy to set up - except for the bad adapter<br />Cons: They went to cheap on their adapter, and made a great product sound bad.<br /><br />Conclusion: If you do not mind swapping out the junk adapter for a quality one, and possibly buying new battery cells to replace the originals these are a great high quality 5 star set of headphones!!!!!  If you try to use them with the adapter that comes in the box, they are not really all that great... maybe 3 star at best.  Personally I do not mind modifying my new stuff, especially if it saves me money. And does replacing an adapter really count as a modification?",[],B000PCEFXQ,B000PCEFXQ,AG4J2HZYZ2H2IDVN5GQEWT7GKMMQ,1352143035000,1,True
5.0,Perfect,Great battery. Fit our camera. The charger is also great.,[],B08DMY2MR9,B0BBL4XZ6C,AE6SNAQU4FAEXY37WVRI4FHL3MRA,1678478873015,0,True
4.0,Nice case,"Love the case, as I bought the exact same (or so I thought as I went back to my previous Amazon order) one for my Mac about 5 years ago. The top fits fine, but the bottom piece is not exact. I made it work though. Guess y'all changed it.",[],B009V6Y52I,B009V6Y52I,AHFBDEM2UAHXHVBR4GL5V4IGNOHQ,1525027614380,0,True
5.0,they are pocket size,These fit in my pocket but are powerful enough to see the stage at a show or check out what is going on in the park. Perfect size. The case is just a soft pouch which is fine for this size binoculars. Decent strap for them included.,[],B018JRGUR2,B0BKR1BFRL,AFTB26CATMD3TXHSWTYQWYJGKYMA,1529678932820,4,True
5.0,Easy install and works great,"My old Netgear was always needing a reset whenever the TWC Internet slowed/ faulted. After reading the reviews I took the plunge. I haven't reset this unit (unplug and back in) at all. Unit is upstairs (last owner placement) and it runs flawlessly. 2 laptops, one desktop, new internet TV (toshiba 55 series 800), and the most important XBOX Live for gaming and netflix. Only problem was trying to use Netgear USB, I'm guessing the new security software. So I decided to update that aswell.<br /><br />P.S. I've bought all my TV hookups (HDMI) from mediabridge and as usual its great. Great customer service and shipping",[],B0044YU60M,B0044YU60M,AHDC653DTZVIMMYWJ4U24GGTXETA,1299882951000,0,True
5.0,Love it,My son loved it,[],B07R1CXKN7,B07W36WN5X,AH5Y2YMZ6XBJXUJSEX6HQ6V2DJ3A,1578279828348,0,True
4.0,Good buy,"Well constructed, perfect fit!",[],B00YG1FNVA,B01ITOFEX6,AF7ZK66Y6IHU77KGUSBAVGX42YYQ,1489712866000,0,False
5.0,Five Stars,Order 3 of them an they run Great.,[],B0002F8578,B0002F8578,AHB66ANYMJ6H5FCACFID7M3GM7CQ,1434832969000,0,True
5.0,Five Stars,came fast and perfect color to match garage. works for me,[],B01NCQS3GU,B01NCQS3GU,AFMJBTHL76ITME7J5SZK4F4QF3GQ,1514224156772,0,True
1.0,Cheap,Very cheaply made. Ground wire was smashed between 2 washers. Could not get swr below 9.,[],B0764KQWS6,B0764KQWS6,AF6P453DKQPRKT77EW2VZKPDPGMA,1546546329713,0,True
5.0,Five Stars,LOVE this filter!,[],B0001AOGA4,B001W6Q6N6,AFPIEYJX3PGSP7EANXNDHDYSFURA,1452798516000,0,True
5.0,Helpful,Quality seems good can’t comment on durability as I haven’t had it that long. Love the length.,[],B071CPHH23,B078MW9GC6,AHSS3343ILSLMETA6LOGE4I264OA,1552159203554,0,True
5.0,It's a lot of fun,"Bought this last month and it was a lot of fun. For the price, it's a great value. Thanks",[],B0BH59K8HL,B0BH59K8HL,AFHOIETETMWMYUFACTW6YNT5ND3A,1670870416327,0,True
5.0,Fast service,Needed this fast and it came the next day! Exactly as described and performs excellent.,[],B017R12KF2,B08JPHJX5S,AGM4N3SGVBWWATRCHNDSBAUXO4KQ,1575646375122,0,True
5.0,Excelentemente,Todo bien,[],B07TY7LPWH,B07TZZ3H8G,AHCWMVUHMAJWRZAOIZTAUJZ3RMQQ,1591298789576,0,True
1.0,USELESS - doe not work,Read the other one star reviews - they all say the same thing.  After a few recharge cycles the charger indicates that the batteries are bad and will not recharge them.  No matter what NiMH batteries I have used (even the ones included with the charger) the result is the same - unable to charge.  Waste of money.,[],B003SP4QAE,B003SP4QAE,AGEHCJJOU5KSWEMAFVKICRF6KCHA,1387417708000,0,False
1.0,One Star,Blew with in a week,[],B004L6NBVO,B004L6NBVO,AH6AYDYSLKXDJDMJ4ZPXNLEJCABQ,1438571279000,0,True
5.0,New audio enthusiast. Hearing things iv'e never heard before in my favorite songs,"I'll preface this with these are one of my first ""studio quality"" headphones other than really bass heavy sets like Dre. Beats (ehh) and bose. DO NOT buy if your intending on only using your phone to drive these. Sound card or amp is basically required to get what I would consider as normal loudness, but once you get em there... OMG the detail and accuracy of these headphones are astounding. I personally don't have deep catalog of hi-fi monitors but I have listen to countless head phones and at double this price range I don't foresee much accuracy gained if that is what you are going for.. In my humble opinion.",[],B000AJIF4E,B07CQMZVZ6,AFO3NTNOGJILUKAQ4VYL3Z7G5D7Q,1550887365606,1,True
5.0,Finally found a good worthy mouse.,"Feels good, right weight in hand. Click sound is just right.<br />The other more expensive Logitech mouse has either a clicker that is too light, or battery that lasts longer than the other more expensive models.",[],B01694XMF0,B01694XMF0,AFUP6ULMSV73NOOZEPZHK5JUDALA,1532877827780,0,True
1.0,One Star,Worked fine for a few weeks then it started to go on and off constantly.,[],B07214VKDB,B07FND8DLY,AGMHF5J2Q6FQKC43QVBTN3SIBEWA,1515141009055,0,True
1.0,Awesome size but it seems to not last last long ...,Had this for less than 90 days.  Tried to turn the item on today & the button will not power on.  It is fully charged since the light is green.  I've been a Jaybird user for 5 years & this is unsatisfactory.  This is not how I remember Jaybird quality....what happened?  I had the same issue with the Jaybird Freedoms.  Awesome size but it seems to not last last long as the older BBX.,[],B01MF4MYT3,B01MF4MYT3,AHQUACAUURQ25RLYVVUGE67LAS3Q,1506936059963,2,True
5.0,Lots of fun with this unit,No problems like it alot,[],B07PF1Y28C,B07VXXBTX4,AFYAU3NBO52HMJCAZJB4ESOIQRTA,1605226366486,1,True
5.0,Great product,easy set up and easy to use,[],B079QHML21,B07GZFM1ZM,AHAZ37QSCN4PXGF3CGEHKYKOPEEA,1564782078452,0,True
1.0,Bought in September 2022. Failed in March 2023. Very disappointed.,I’m very disappointed. Only lasted 7 months. Loved everything about it till it had no staying power.,[],B09WZXCL59,B09WZXCL59,AHHNP5D5RN3TDKICHNKHUUDW2YOQ,1679935235755,0,True
5.0,Great product. Multiple options.,"So far, so good. I love the 3 different lengths. I got red to match my phone case.",[],B07PB1DQ8K,B0BG4BVXPZ,AFGV5TG6E43FFM4U45RK2BLIP3HQ,1589696727065,0,True
3.0,Nice case for the speaker,It is just too big and bulking.  It ruins the best part of the speaker design.  Small speaker with great sound.  I would look for something a little more form fitting,[],B09YCT5RVR,B09SHKSCSJ,AHMEIP6MTBKGZD6KKPHUEYNB4GQQ,1687617325727,0,True
5.0,I love this case,"I love this case, despite the fact that the case sometimes fails to turn my Ipad on and off at the right moments. It is very securely placed in the cover.  I would have to break the cover to get it off.",[],B00D2NXAQS,B00D2NXAQS,AGDQQAHUDRUFMXEED7P5UPKPH5IQ,1409193896000,0,False
3.0,Don’t stay in place while running,While running the hooks over the ears come off. Have to constantly adjust them,[],B09FLNSYDZ,B0C1ZHJRGB,AFUNYCF35KOQFVRPC75UGPDBYPGQ,1651279364750,0,True
5.0,Does what it is meant to do,"A very good NOAA conditions radio. I had a previous model, which lasted nicely for many years. This current model provides me with current conditions, forecasts, alerts, and warnings well. Here in West Texas, we are susceptible to many weather events, and this weather radio keeps me informed. The sound is good, and the volume control works great. I’ve no complaints and I’m happy and thankful for this unit.",[],B00176T9OY,B00176T9OY,AGF6HAAU2PPJ4QPA2FYJWFKRMR4Q,1622324926894,0,True
5.0,"Excellent product, well worth the price so long as you have the space","The first thing you have to know is that this case is big, though obviously not the biggest (it is a mid tower after all). Provided you can find the room it is well worth your money.<br /><br />The amount of space you have inside is phenomenal, though make sure you have a compatible motherboard, as I have heard many have been caught out by not double checking what will work with the case. The USB3 connection is 20 pin, so if your current motherboard doesn't have the connector, you'll either have to replace it, use the ports on your mobo as is or convert the USB3 to USB2. It won't be as good but at least it will work.<br /><br />There are three inbuilt fans, one of which is huge. They can be quite loud, particularly when combined with any other fans you have in your setup, though there is space for liquid cooling.<br /><br />All in all, excellent case. I paid half price due to an Amazon sale and I have never been happier",[],B0026FCI2U,B0026FCI2U,AFNZ2M3UHJUDNA4E6JYKHZQ4BGVQ,1357519717000,1,True
5.0,Great-just what I was looking for!,Just what I was looking for.  Plan to use at home and at school.,[],B0B45XN19Z,B09ZYJK6G2,AGCEZ42EDW5IUDUSGVO2ZUMEMNCQ,1656024005787,0,False
1.0,One Star,"Does not work, not worth the bother",[],B0000E2Y8N,B0000E2Y8N,AG45CEWUBAYGYQULNJZBJAUNF6PQ,1418364552000,0,True
5.0,I absolutely love this thing,"I absolutely love this thing, it is a bit smaller than what I was expecting but it is brilliant. I am a teacher and keep all of my lesson plans on here just in case I need it! I love this guy so far, its lack of stupid moving parts like many other jump drives makes it much more durable.",[],B00O4VAKX8,B00O4VAKX8,AHVIBQPDGZJTYX3WKQQRK3TNJ6HQ,1433476329000,0,True
5.0,Blu-Ray Disk,"When I got my burner last year -  I tested a few different brands and had no luck. Nothing would burn fast and when I tested them for errors I would always get errors. Well I was forced to  LTH discs ( I should have reviews on those also), but got sick of the prices.<br /><br />So I bought 25 of these and figured if they didn't work I would just give them to a friend and let him suffer. I'm a photographer and often my shoots are 50 to 90 gigs or more, so I can use a lot of blu-ray disc. Well these are the first ones I have really liked that are not LTH or name brand. They really work great and so far they all verify the data perfectly - they really are great disc.",[],B009KXE4VO,B00GFOXPZM,AGY6VVEYQA2J3LLNS3ISROZQTOGA,1389737703000,0,True
5.0,"C'mon, for the price it's great!","Ok, I bought 5 of these when Amazon had their Black Friday sale. Like the commercial they have, I leave one everywhere! I use them primarily with Amazon Video, Spotify and Evernote. I don't expect this to be a powerhouse. It is what it is. And what is is a low cost consumption tablet. It's not replacing a laptop or a an iPad. And the new Amazon OS is much improved since even last year. Not the best, but decent.",[],B00TSUGXKE,B010BWYDYA,AEVPMLRYJPIJ7QV3MMUUAMPEJG2A,1453515312000,1,True
3.0,Failed after 7 months,"Failed after 7 months. I am still working with the Manufacturer / Importer to honor the 5 year warranty.<br /><br />Update: New one sent, eventually. Thank goodness I bought the one that had the warranty.",[],B002KCNYXG,B002KCNYXG,AFBOYGGQDMTAM6ITWL6QJNU5P3WA,1421707253000,0,True
4.0,Four Stars,As expected,[],B00HRM5TZA,B07GK3LQVC,AEFZ4M3KPS4JE4XB3AE3ZTM4XGEA,1510751063102,0,True
1.0,Not worth it,Its made cheaply.  Knobs are hard to screw on. Definitely  do not  recommend,[],B08FCXZ2N3,B08FCXZ2N3,AHDF4FDC3MNL6B6OEEIQEXTYE2CQ,1654729529202,2,True
5.0,Five Stars,It work great.,[],B001M9KQXO,B001M9KQXO,AGNLHXKK6J576HCAN6OYZT6RG53A,1483141243000,0,True
5.0,Five Stars,Love it! It does exactly what it stated!,[],B00GNR1J5O,B00GNR1J5O,AF6B7KZEADLDSNUSC3WXXBEUHSZQ,1438709575000,0,True
1.0,I wanted to love this headband,I wanted to love this headband! It’s adorable!!! I bought it for my 9 yr old for the plane. Thank goodness I tried it on him at home first. He wore it for maybe 10 mins... it raised his temp from 98.5 to 99.9!!!! I was so scared! It went right back.,[],B01BU5UU3K,B01BU5UU3K,AGGJ2OFIMDAJEKXTLWQS2F4LJCCA,1509915078197,0,True
4.0,"Attractive band, but not the most comfortable.","Seems to be well made of quality materials. Of course, as with most metal link watch bands, it has the tendency to catch and pull the hair on your arm, but this one doesn't do it that often. Also, it really isn't something you'd want to use as your daily primary band. While it's really not that heavy, it is metal, and after awhile, it felt like I was constantly aware of the weight on my wrist, which became somewhat annoying, especially while sleeping.",[],B08Q7T2ZW7,B09BMZ372M,AHNP52TA6IYPHEFFMZNGRNVJIXPQ,1620001473756,0,True
4.0,Great BT keyboard for my MacBook Pro,"Connects fine with my laptop, works fine when everything is in operational mode. So far the only drawback is that the Touch ID doesn’t seem to work when the keyboard is used to wake up the laptop.",[],B09BRG3GRR,B0BYDYRGB6,AH7GETJ4ZRVONYAK5U77X24YHWZQ,1637258376804,1,True
5.0,a good buy!,Smaller lighter love no light to pull and I read to sleep. Took a bit to get use to no buttons but it's a good buy,[],B00JG8GBDM,B00JG8GBDM,AG47VLNDOZLEHLPFGNTOBO5RYFVA,1436275746000,0,True
5.0,Great value.,We use it to see drain lines. It’s small enough to go through a 3” p trap.<br />Screen a little small but good resolution,[],B07LGW37V6,B0C9D8J251,AEE23EZLXLSGDQ2ENVWXDHRUFAJA,1580974018175,3,True
1.0,Corsair Wireless Surround Headset,"This wireless headset sounds pretty good, very comfortable and no interference on the wireless signal as well as an excellent mic.<br />Only issue it has, and it's a big one; it's the drivers, they are just down right bad, surround doesn't really work and only sounds like 2.1 ch with lots of reverb when the surround option is on by the terrible Corsair Xear drivers.<br /><br />Currently running them without Corsair drivers and using the windows driver to emulate surround better than them for, that I docked it 2 stars since the surround is a major selling points on this headset.<br /><br />The headset would have gotten a 5/5 if it had the same drivers as the vengeance 1500 which I also own and can say emulate surround very well with the Dolby drivers.<br /><br />Edited: Product has a major Design Flaw, broke in just 1 month, and since I live in central america I'm stuck with a useless 130$ headset since amazon or corsair won't do anything about it other than offer me a laughable 20$ partial refund since just the cost of sending to the U.S surpasses the value of the product.<br /><br />Pics attached:<br />[...]<br /><br />Stay away from this product!<br />Terrible audio drivers and flimsy design.",[],B007ZZ6OW6,B007ZZ6OW6,AGBPXURXTABC533YK3FPBN2H3CIA,1353981507000,1,True
5.0,You after follow the direction,Its work pretty good between fm 88.1-107,[],B082YWZ77X,B082YWZ77X,AFECMXZIGCDZ4QLPWU32DJZUC6KA,1614219165023,0,True
5.0,Five Stars,Fantastic speakers.,[],B014GSER6O,B014GSER6O,AE57CMY7JVSQEPQPBGYRP5AJVEOA,1521743954552,0,True
5.0,Fabulous case with a carrier,My grandson carries his iPad everywhere and this is ideal. He loves it!,[],B08FC834SQ,B08CVJJ72K,AE2BXVXBSXKU5ENHQS2G4QUA3MHQ,1609081415020,0,True
4.0,Don'w waste another second debating!!!!,"If you are looking to have a fast, fun and full of content tablet, then look no further. I have waited a long time to find something that is comparable to the IPAD without the the HUGE price tag. The Kindle is just that. I have purchased one for myself and two others as gifts as well and everyone is in love. Sure may freeze up on occasion, but what smart device doesn't. Buy it, I promise you'll LOVE it!!!!",[],B0051VVOB2,B0051VVOB2,AHOSE5HO2FMH5FK77C7JZWM2DLUQ,1322539037000,2,True
5.0,Great for HDTV,"I didn't know that my Samsung HDTV din't have inbuilt converter....<br />I tried many antena to get over the air signal...Untill one of my friend said I would need to get an anaolg converter.. i argued that mine is an HDTV..Manufactured in Yr 2002. Back then i belive Digital signals were not talked about...So my suggestion if you TV is old better get on Analog converter box.. i searched all placed like Target, Wal-mart, Best-buy..and many more, It loked like none was seeling any more in yr 2010. I brought this box through Amazon..I get all possible channel you can think about..",[],B001DVZXC0,B001DVZXC0,AHVW6Y5FEEITBBKA35SSQ7ZFX6MQ,1290869664000,3,True
5.0,Great camera I am learning to use,Had several high end Olympus DSLRs with multiple lenses but I wanted something that was supposed to have better picture quality. Nikon did a good job with this little camera. I am impressed with its abilities. I like to shoot most of my photos manually and after doing some aggressive field work where I forced myself to get out into the outdoors and shoot it surprised me with the results. Used the kits lenses that came with it and several I added and now I am getting ready to buy higher end lenses. Love its versatility.,[],B077829KK4,B077829KK4,AGD73IMA6IMAHRKDZMQA3CQLOZIQ,1561011228392,0,True
5.0,Looking for great cheap(er than most) sound elimination?,"I was unsure after reading some of the reviews of this product but I absolutely love these headphones!<br />The only thing I don't like about them is the awkwardly placed, bulky sound elimination pack. In the photo it's the boxy piece near the headphone plug, and it's just an awkward place to have it. It would be easier to wear these if this part of the headphone were on the headband somewhere, but with it being near the headphone plug, it pulls or falls sometimes when not being used in a stable setting.",[],B0031RG832,B00WU0RIVM,AHB2VRHGUXDIWEKM6ESCO64RVOBA,1396849065000,0,True
1.0,Waste of my,It says it works with my phone but it keeps telling me error and wont connect to my tv. Waste of my money,[],B073CD2VCZ,B08RMW7KLC,AHHJNAA56SPVQI7R2VFQE7E5A2EQ,1528603719100,0,True
5.0,An amazing DEAL!,What's not to like about these earbuds? They provide great sound quality and long battery life. I also love that they are waterproof. Other great features are that they are lightweight and comfortable to wear. The carrying case that doubles as it's charging unit is a plus! Thanks for a great product and an affordable price!,[],B07J2Z5DBM,B08XPWDSWW,AFIDRQ2UZF64QO5H4UCXPBLUPHDA,1566715145612,0,True
5.0,Well built...,This usb hub is very sturdy and feels like it will last over time. Nothing like all the plastic ones I've purchased in the past. I recommend this product.,[],B08M3ZY8SZ,B0BJ1X95KZ,AHKANHY2N2I5JCPJXMJZ3FD66YAQ,1636823050634,0,True
5.0,"Looks great, much smaller than expected. Quality looks high.",Can't say more as not used yet. Stars are expected though,[],B07BQC7GNL,B07BQC7GNL,AFBS7SRIB3NKJRR5CTCSJFNROIYA,1656783114857,0,True
1.0,is a terrible product. Installed in my computer,"This right here, is a terrible product. Installed in my computer, crapped out after 4 months. &#34;AmazonLLC&#34; won't let us return due to being past the 30 days of return window. Pretty sure when RAM goes out before a year or even 6 months, it should be replaced for free and warrantied. Shame on you Amazon.com. DO NOT BUY THIS PRODUCT!<br /><br />UPDATE!!! Amazon was not able to help us but we contacted the seller directly and they were happy to work with us and hopefully our replacement is on the way!!!",[],B008LTBJFW,B07TRZNXVF,AHNJOLWQ743NEK4FLMTA5PBCANTA,1444016637000,0,True
2.0,cheaper better,also bought Mohu Leaf for about half the price and it does MUCH better,[],B01HQ4BRIG,B07W5WFNY3,AHISRC4I7IUPCMTUDA3WN5CPVVSQ,1564666943861,0,True
5.0,Excelente,Excelente producto,[],B08J65DST5,B08J97GRK7,AGDRCSZQY7XMHPGEZ5PIYONHFFMA,1634094934585,0,True
5.0,Five Stars,"so far so good, I'm enjoying",[],B00ZVJAF9G,B00ZVJAF9G,AEHXJEP4SNNEU54S2AOZGSTVA4WQ,1468975720000,0,True
5.0,This was my first time getting one of these and I would not hesitate to buy another one.,I love everything about the Echo Show. In fact my wife loved it more and took it away from me and set it up in the living room.<br /><br />The sound could not be better. The music and voices are superb just like being there. The picture of a movie is real and of high quality.,[],B077SXWSRP,B07H6DRP7F,AG4QF3B3BBTA4OYJZF2GRDYR4BYQ,1558746556282,0,True
5.0,execelente,Muy excelente producto y de envío igual muy responsables,[],B07R1NZRQ7,B0C5JXV325,AGVCVHMJC6LNEIDX5LHIDXL3YQQA,1677778510869,0,True
1.0,"Poor Performer, Terrible Audio Quality, No Stereo","This device is a great idea but fails to satisfy its intended purpose...to provide reliable quality audio in your car from your Sansa player.<br /><br />I live in the Los Angeles area so finding an unused FM frequency is nearly impossible. Practically every possible FM frequency has some signal on it which makes this device useless for metropolitan use. I did find 1 frequency in the 88 MHz range that did work BUT I had to run a small wire from my external auto antenna to sit in close proximity to the iTrip in order to get any audio. Without this extra wire, the audio I did get was terrible. Repositioning the iTrip helped a little but never made the audio worth listening to. I have 2 cars (1 with an external whip antenna and 1 with a hidden antenna). The iTrip failed to work adequately in both vehicles.<br /><br />Additionally, it is nearly impossible to get enough signal from this device to allow for FM stereo reception by my car radios. 90% of the time, my FM receiver would only pickup a mono signal. Yes, I did change the LX/DX setting on both the iTrip as well as my car stereo.<br /><br />I used the iTrip over the past week on a trip to Arizona. Even in the relatively empty FM band in the AZ desert, the audio provided by the iTrip was unacceptible.<br /><br />It does charge the Sansa e250 battery nicely.<br /><br />I returned this device 1 week after purchase.<br /><br />I highly recommend NOT purchasing this device.",[],B000IN004K,B000IN004K,AHKZYEKT6Q55TVSLGA2GQVXAJ7RA,1181942945000,7,False
5.0,Five Stars,It just doesn't have aperture control though!,[],B005ODKCH4,B005ODKCH4,AF2MWZIKP3CMXZGHG6UXGNYYGSCA,1404678474000,0,True
5.0,Five Stars,ok,[],B003ES54A6,B003ES54A6,AGKEREKXRWOOHPY4TGUGI22WTRMA,1411601256000,1,True
3.0,Returned,Product I bought this for arrived damaged. I returned it without needing it. I have no opinion on it. Sorry.,[],B001RQ4NEU,B001RQ4NEU,AGTKKTVD7FKPTNVZODAL5POLRLZQ,1357403214000,0,True
1.0,A Product with Misleading Description,"First please keep in mind that this case has no reset button.<br />- The case has LED cable which you cannot plug into anywhere on mobo (see photo)<br />- It is meant to be plugged into the RGB controller board as described in the video. However, the RGB controllerboard has no port to plug in (see photo)<br /><br />Very misleading and false advertising. Amazon needs to correct and verify this item with supplier.  Overall,  with the same price, you can go with a namebrand pc case with better features.  I have built many PCs and wanted to try this case out, but this case didn't meet my expectation for the price I paid.","[{'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/715Li+KgYaL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/715Li+KgYaL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/715Li+KgYaL._SL256_.jpg'}
 {'attachment_type': 'IMAGE', 'large_image_url': 'https://m.media-amazon.com/images/I/818Ot509qsL._SL1600_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/818Ot509qsL._SL800_.jpg', 'small_image_url': 'https://m.media-amazon.com/images/I/818Ot509qsL._SL256_.jpg'}]",B09MKNW18F,B09YCN6VMD,AHVGGFDQHSD6376SQPO33H3EZC5A,1664605792545,2,True
5.0,Nice keyboard,"I've been enjoying this for a while now. I was a bit dubious considering some of the other reviews, but I have to say that I've been very happy with this keyboard. I work from home, so I type all day. I bought this keyboard specifically because I prefer to work in low light and I need to see the keys when typing in complex passwords and such. Also, all the other keyboards I have had had the letters rubbed off the keys. While I am comfortable touch-typing, first thing in the morning (before the coffee kicks in) I kinda need to see what I'm doing. The backlight on the keys is not at all too bright. I like that I can change between purple, blue and red. Since the USB ports on my computer stay powered up, the keys stay lit.",[],B008CXTX7S,B0B7HTGNQK,AGV6MNS7DTJLTLIRGGUA5SRD62TQ,1471664276000,0,True
5.0,Five Stars,Hooked up to Comcast Cable no problem.,[],B00MA5U1FW,B0BHGRJDCK,AG4IDFCINAZJV7UDI2ACB5ULN3MA,1487179263000,0,True
5.0,"So Far, So Good",I purchased this Snado charger after a different brand that came with the Li-Ion 18650 batteries I ordered wasn't reliable. So far this Snado charger has worked without any problems. I especially like the digital display that gives me a real-time status of the on-going charge. The fact that it works with AA and AAA batteries is also a plus.,[],B0721JP6FK,B0721JP6FK,AFVIBSBTU4ZDBUCWHWY26W7CY7OA,1580679462642,0,True
5.0,Works as advertised,For the money it costs this is one of the better hubs that I’ve used. Used it on the MacBook Pro,[],B00ESM3ISM,B07BMVY2JG,AGHLHXWXXI3KFHGLQ5SA3PBEMDHQ,1610734356513,0,True
5.0,Five Stars,great in the studio.,[],B00U1NEALG,B09HTV2T4T,AEJUW6WIYZ5TNDO2NY3AQ5RQVY3A,1486501030000,0,True
5.0,Really Enjoy this product,Connects to my phone with ease and has great battery life.  I recommend this product to anyone who wants cheap bluetooth addition to their home or car stereo.,[],B00727FE5U,B07BHPX7B1,AHOA2BVOUIB5AEPSPEPEFKL6J3VA,1382038749000,0,True
5.0,Works good,I bought this for my boyfriend because his car doesn’t have an aux port. Works very good no issues with it. He’s very satisfied with it,[],B01NBXUOGX,B01NBXUOGX,AFGNKCGRGTHDUGCZ2S4RZKKWQZHQ,1555258872026,0,True
5.0,Works great!,"This sounds just like you're listening to the radio or a CD. Hasn't lost a signal once, no static. Really impressed. Only bad thing was USPS was so slow to deliver. Seller shipped the next day but the package went from UPS to USPS so it took 8 days to receive it.",[],B003PPGOC0,B07CBSSNXG,AH3UNEEJODZGCKTUEATI5TZU4IMQ,1390332525000,1,True
1.0,Failed after a couple of weeks,"Cable failed after a couple of weeks. It worked at first, but now I get no signal at all through it. I know it’s not my Computer or TV because a different HDMI cable works fine, and this one also doesn’t work with a different computer and monitor.",[],B014RONTRK,B0B4FCTDL1,AGLZJXD7HOGIYCHAMYOU4JXLPYOA,1626456754188,1,True
